chrom1	start1	stop1	chrom2	start2	stop2	pair_name	Z	strand1	strand2	CA	CB	IAB
chr14	55737689	55738210	chr14	55821168	55821833	16206_16210	2.83719995913301	.	.	110	129	9
chr8	95006986	95007229	chr8	95369287	95370321	53175_53183	2.20466028680776	.	.	33	158	3
chr1	210316849	210317199	chr1	210484226	210484860	4649_4652	2.6086424751261	.	.	78	93	5
chr3	193688907	193689157	chr3	193818852	193819218	39173_39178	1.99324360920259	.	.	70	62	3
chr12	131589222	131589723	chr12	131937069	131937464	14066_14071	2.39891033309269	.	.	84	50	3
chr3	141741202	141741521	chr3	141844919	141845071	38217_38219	2.32950272223883	.	.	60	47	3
chr6	138026486	138026886	chr6	138188065	138188540	48103_48108	1.96318734256858	.	.	198	273	10
chr10	119255975	119256495	chr10	119447983	119448156	7812_7819	2.20420305360077	.	.	163	25	3
chr17	37225653	37226074	chr17	37308867	37309580	22550_22552	3.5059605712317	.	.	81	254	15
chr17	37225653	37226074	chr17	37309799	37309995	22550_22553	3.19262202089343	.	.	81	301	14
chr6	35114190	35114603	chr6	35208824	35209297	46331_46335	2.18376374007349	.	.	79	158	6
chr6	35114190	35114603	chr6	35208475	35208619	46331_46334	2.33668305383169	.	.	79	136	6
chr6	35114190	35114603	chr6	35172753	35173155	46331_46333	2.34155557213881	.	.	79	120	6
chr1	232765920	232766801	chr1	233376796	233377239	5144_5153	2.33359609130279	.	.	79	62	3
chr15	91260103	91260796	chr15	91293516	91293677	19269_19270	2.56065911613065	.	.	53	34	3
chr4	25443185	25443701	chr4	25769449	25770051	39787_39788	2.5073897506111	.	.	123	83	5
chr16	25245105	25245609	chr16	25719276	25719721	20171_20173	2.64070037480624	.	.	98	35	3
chr1	32689448	32689632	chr1	32781954	32782695	1131_1138	2.77202248023412	.	.	37	84	4
chr8	21894237	21894887	chr8	21924231	21924650	51979_51981	2.36826540783693	.	.	135	87	7
chr1	221951057	221951750	chr1	222012710	222013567	4867_4869	2.46965003055793	.	.	116	99	7
chr12	111057207	111057807	chr12	111136046	111136529	13484_13491	2.00013074005459	.	.	67	145	5
chr20	21029478	21029895	chr20	21486911	21487219	32686_32693	2.05948461786241	.	.	59	433	6
chr20	21029478	21029895	chr20	21485564	21486406	32686_32692	2.41252631348996	.	.	59	403	7
chr19	14542728	14543153	chr19	14590810	14591267	26096_26100	1.96764136543864	.	.	72	46	3
chr18	11309295	11309517	chr18	11553264	11553777	24272_24280	2.39514996254923	.	.	102	100	5
chr16	57933640	57934061	chr16	58034374	58035359	20676_20680	2.60330637557393	.	.	100	116	7
chr4	42373404	42374082	chr4	42521584	42522292	40052_40057	3.14958458262864	.	.	139	142	11
chr5	66452635	66453410	chr5	66504817	66505490	42920_42923	3.54975876050629	.	.	145	269	22
chr3	52038286	52038554	chr3	52178240	52178703	36701_36710	3.28326491841696	.	.	86	198	11
chr8	1840549	1840968	chr8	1971697	1972654	51694_51695	3.24109796140436	.	.	96	181	11
chr15	73014390	73015280	chr15	73063407	73063601	18703_18705	1.97632749214405	.	.	137	24	3
chr9	7402042	7402415	chr9	7536314	7536691	54456_54458	2.33343502318605	.	.	71	79	4
chr5	149213789	149214204	chr5	149370315	149370796	44526_44531	2.68197811957883	.	.	94	227	9
chr14	24711838	24712373	chr14	24766862	24767103	15795_15800	2.42505064430182	.	.	112	260	11
chr5	67581758	67582584	chr5	67755923	67756402	42945_42950	3.17663704290418	.	.	208	158	14
chr5	67581758	67582584	chr5	67957064	67957427	42945_42952	2.48892007846717	.	.	208	75	6
chr18	29737958	29738434	chr18	30129287	30129537	24534_24539	3.30669302747882	.	.	100	46	5
chr14	69709262	69709837	chr14	69926789	69927267	16575_16584	3.12362315483595	.	.	136	112	9
chr15	73969504	73969843	chr15	73992491	73993024	18722_18723	2.0158131756145	.	.	34	157	4
chr12	57118803	57119034	chr12	57145456	57145767	12414_12416	2.42419658349309	.	.	58	35	3
chr6	159429548	159429937	chr6	159525058	159525666	48575_48579	2.27470722438843	.	.	145	178	9
chr1	235761494	235761664	chr1	235946319	235946772	5248_5253	3.55245058741957	.	.	11	96	3
chr1	235761494	235761664	chr1	235946136	235946298	5248_5252	3.81454090174066	.	.	11	74	3
chr10	125341617	125342081	chr10	125727132	125727624	7944_7948	4.49320719332322	.	.	148	187	23
chr8	54496291	54496558	chr8	54721324	54721906	52511_52517	2.52383295302858	.	.	62	202	6
chr8	54496291	54496558	chr8	54720788	54721079	52511_52516	2.72992979097124	.	.	62	164	6
chr1	20244320	20244884	chr1	20521627	20522061	624_634	1.89443897770611	.	.	186	62	4
chr1	20244320	20244884	chr1	20478536	20479212	624_631	3.03563619550389	.	.	186	191	13
chr18	56208501	56208818	chr18	56230179	56230384	24990_24993	2.68379469469716	.	.	102	61	6
chr18	56208501	56208818	chr18	56230547	56230788	24990_24994	2.87353533524887	.	.	102	69	7
chr10	97543608	97543758	chr10	97591893	97592386	7265_7268	1.8825211461594	.	.	60	60	3
chr10	88159452	88160386	chr10	88345074	88345586	7022_7025	2.31581206982472	.	.	168	193	9
chr4	4254534	4254842	chr4	4337000	4337328	39456_39460	1.92262641812981	.	.	42	91	3
chr14	72983529	72984131	chr14	73371431	73372102	16693_16701	4.33083158358087	.	.	273	295	36
chr10	24283890	24284038	chr10	24807880	24808349	5951_5962	2.47460346699331	.	.	129	89	5
chr10	24283890	24284038	chr10	24792211	24793073	5951_5960	3.06558409857243	.	.	129	187	10
chr5	102568028	102568607	chr5	102811266	102811829	43560_43567	2.16253951103691	.	.	91	204	6
chr5	34958266	34958572	chr5	35003403	35003889	42436_42437	2.89937762592928	.	.	54	176	8
chr3	158377527	158377808	chr3	158509049	158509491	38534_38538	2.96852203945988	.	.	25	120	4
chr15	74419646	74420538	chr15	74613046	74613335	18737_18748	2.54097897255719	.	.	300	53	7
chr15	74419646	74420538	chr15	74614824	74615369	18737_18749	2.05932088188831	.	.	300	142	9
chr15	74419646	74420538	chr15	74595012	74595634	18737_18745	3.89001315514971	.	.	300	122	21
chr15	74419646	74420538	chr15	74600125	74600561	18737_18746	2.26218103695274	.	.	300	113	9
chr13	27998463	27998622	chr13	28024186	28024387	14334_14336	2.33757477949684	.	.	45	49	3
chr13	27998463	27998622	chr13	28024631	28025003	14334_14337	2.13111482041789	.	.	45	60	3
chr17	74519141	74519802	chr17	74619771	74620299	23767_23775	2.51020326250474	.	.	169	124	9
chr1	152161148	152161401	chr1	152413299	152413802	3184_3189	2.48341389615877	.	.	84	72	4
chr3	42056576	42056920	chr3	42140988	42141640	36342_36347	2.13095695349266	.	.	79	283	8
chr17	37950446	37950902	chr17	38021147	38021443	22583_22588	1.92620887720961	.	.	62	164	5
chr4	6785132	6785408	chr4	6857494	6857900	39524_39525	2.07364356392431	.	.	76	42	3
chr3	122661696	122662122	chr3	122747327	122747730	37764_37766	3.01972424785136	.	.	108	111	9
chr1	27935091	27935746	chr1	27989327	27990091	964_968	4.48341906403194	.	.	246	236	42
chr7	117099009	117099497	chr7	117355852	117356315	50886_50890	2.2054663065753	.	.	50	91	3
chr17	2689534	2689919	chr17	2740539	2740832	21617_21620	2.28471894709188	.	.	74	59	4
chr1	178743461	178743998	chr1	178971680	178972292	3956_3960	2.47777183206935	.	.	69	191	6
chr10	93848176	93848428	chr10	94051477	94052286	7168_7180	2.99462599884565	.	.	254	162	14
chr17	43212656	43213103	chr17	43275090	43275681	22832_22836	3.43139503528733	.	.	180	149	17
chr5	139243565	139244104	chr5	139348066	139348788	44259_44260	2.02169632489192	.	.	112	242	8
chr15	72077189	72077372	chr15	72447800	72448840	18681_18688	2.80874467850106	.	.	21	235	4
chr20	45173145	45173893	chr20	45309873	45310371	33303_33307	1.96144069959394	.	.	57	80	3
chr5	99814728	99815570	chr5	100381439	100381747	43516_43533	2.39254778312816	.	.	158	80	5
chr2	62683912	62684677	chr2	63002023	63002755	28877_28882	2.45618707317186	.	.	226	153	9
chr1	197584334	197584812	chr1	197837836	197838432	4247_4251	3.22773462178164	.	.	75	116	7
chr1	197584334	197584812	chr1	197893591	197894000	4247_4252	2.93296419850942	.	.	75	86	5
chr12	57463156	57463739	chr12	57487054	57487377	12430_12433	2.7844443012032	.	.	155	65	8
chr21	35882824	35883269	chr21	36002671	36003284	34060_34067	2.18301441259215	.	.	168	230	10
chr1	180221685	180222279	chr1	180451531	180451881	3989_3993	2.1068544282728	.	.	98	49	3
chr1	180221685	180222279	chr1	180384978	180385489	3989_3991	3.16636290315334	.	.	98	83	7
chr3	106990637	106991068	chr3	107148612	107149295	37455_37457	2.23121263892096	.	.	89	74	4
chr3	106990637	106991068	chr3	107140041	107140469	37455_37456	2.69390560375696	.	.	89	46	4
chr2	71837117	71837450	chr2	72025496	72025776	29143_29144	3.85646143563892	.	.	28	28	3
chr20	33461277	33461461	chr20	33543400	33543968	32923_32925	3.89559542212987	.	.	219	73	16
chr21	45236689	45236829	chr21	45395290	45395756	34322_34334	2.49601213666361	.	.	27	106	3
chr1	90246184	90246552	chr1	90452673	90453223	2387_2395	2.48219745605778	.	.	55	160	5
chr15	41149862	41150252	chr15	41186214	41186687	17840_17844	4.11248298354032	.	.	192	224	31
chr15	41149862	41150252	chr15	41184047	41184356	17840_17843	4.23845356675198	.	.	192	118	24
chr12	14017019	14017456	chr12	14094667	14095049	11480_11481	2.34790328659581	.	.	67	66	4
chr12	14017019	14017456	chr12	14319759	14320412	11480_11487	3.52904492956774	.	.	67	250	11
chr1	156659139	156659741	chr1	156695288	156696091	3410_3412	2.96930426823379	.	.	131	149	12
chr1	156659139	156659741	chr1	156696400	156696762	3410_3413	2.38437839768067	.	.	131	183	10
chr17	47653007	47653302	chr17	47772613	47773390	23017_23021	1.95208017410202	.	.	37	209	4
chr3	149684855	149685363	chr3	149938862	149939393	38356_38360	1.97288171794153	.	.	113	141	5
chr17	55994410	55994878	chr17	56072805	56073138	23201_23206	2.16029807887591	.	.	62	134	5
chr8	110573846	110574385	chr8	110664666	110665133	53538_53542	3.07648469713341	.	.	80	145	9
chr8	110573846	110574385	chr8	110656805	110657162	53538_53541	2.40677271105942	.	.	80	83	5
chr8	110573846	110574385	chr8	110654802	110655030	53538_53540	2.42169168799894	.	.	80	52	4
chr2	45870354	45870513	chr2	46052219	46052501	28533_28543	1.9955695137501	.	.	291	47	5
chr14	24101052	24101633	chr14	24398744	24399396	15772_15777	2.35878380733806	.	.	73	101	4
chr2	219922604	219923311	chr2	220019741	220020045	31674_31678	1.91314320283792	.	.	158	72	5
chr2	219922604	219923311	chr2	219984078	219984560	31674_31677	2.90342673081623	.	.	158	118	11
chr2	202969032	202969469	chr2	203043009	203043524	31340_31343	3.1802344861255	.	.	61	200	10
chr10	129876796	129877124	chr10	129948226	129948716	8031_8032	3.78764275392429	.	.	66	102	10
chr2	180990270	180990618	chr2	181922810	181923863	30935_30943	2.55772378993788	.	.	137	204	8
chr6	28192857	28193149	chr6	28220634	28220801	46000_46002	2.19512695263756	.	.	48	53	3
chr6	28192857	28193149	chr6	28219681	28220279	46000_46001	2.40742468271097	.	.	48	43	3
chr17	1477584	1478177	chr17	1532277	1532728	21542_21545	2.68882856244012	.	.	102	148	9
chr17	1477584	1478177	chr17	1532945	1533738	21542_21546	2.30915703680108	.	.	102	169	8
chr16	67580797	67581570	chr16	67701762	67702094	20794_20798	2.52320090914365	.	.	130	105	7
chr21	40890291	40890788	chr21	41087695	41088119	34193_34195	2.19075811041047	.	.	107	39	3
chr21	40890291	40890788	chr21	41087534	41087674	34193_34194	2.32810388303569	.	.	107	34	3
chr17	45854038	45854343	chr17	45879672	45880126	22918_22920	2.75107124295961	.	.	54	109	6
chr15	94540241	94540710	chr15	94663048	94663592	19330_19331	3.58210592350804	.	.	51	126	8
chr1	90308559	90308740	chr1	90460672	90460819	2390_2396	2.489886712031	.	.	109	26	3
chr1	90308559	90308740	chr1	90452673	90453223	2390_2395	2.61697117600077	.	.	109	160	8
chr17	29885744	29886228	chr17	30169351	30170021	22342_22344	3.19257439916893	.	.	58	212	8
chr3	182431905	182432398	chr3	182555626	182555999	38896_38899	2.40501494744419	.	.	158	50	5
chr10	45960336	45960967	chr10	46167609	46168469	6257_6262	2.6598584704926	.	.	202	146	10
chr7	43768821	43769500	chr7	43798137	43798287	49710_49712	2.15481581204972	.	.	68	39	3
chr2	7037221	7037790	chr2	7184372	7184772	27598_27606	3.28290759906084	.	.	133	87	9
chr1	221437043	221437522	chr1	222344324	222344753	4855_4881	2.77948154484604	.	.	36	85	3
chr19	13477419	13477724	chr19	13541833	13542154	26034_26036	3.12072115476114	.	.	31	65	4
chr12	70294367	70294948	chr12	70970631	70971476	12681_12689	2.30632018218642	.	.	101	140	5
chr4	146155105	146155728	chr4	146530823	146531356	41424_41431	2.42587175540893	.	.	176	129	7
chr4	146155105	146155728	chr4	146478628	146479419	41424_41430	2.9002229450246	.	.	176	186	11
chr4	146155105	146155728	chr4	146538068	146538356	41424_41432	2.45854993501347	.	.	176	92	6
chr11	1108686	1108978	chr11	1595667	1596306	8155_8163	2.1911020658046	.	.	43	130	3
chr15	99495509	99495984	chr15	99601932	99602935	19382_19388	2.64289604071768	.	.	44	133	5
chr15	99495509	99495984	chr15	99525258	99525429	19382_19384	4.0265612278343	.	.	44	39	6
chr15	99495509	99495984	chr15	99525534	99525915	19382_19385	3.43970837019838	.	.	44	48	5
chr19	46110558	46111136	chr19	46146320	46146864	27024_27028	3.04196771003605	.	.	62	344	13
chr19	46110558	46111136	chr19	46145360	46145755	27024_27026	3.28884851284478	.	.	62	270	13
chr12	6172317	6172745	chr12	6394072	6394621	11219_11223	3.02422172983196	.	.	56	183	7
chr20	36037693	36037993	chr20	36156562	36156733	33029_33033	2.42910733676962	.	.	42	65	3
chr1	248567404	248567773	chr1	248849645	248849869	5435_5437	2.44074934887614	.	.	78	133	5
chr8	41558852	41559908	chr8	41692158	41692574	52384_52388	2.34970086856481	.	.	321	107	10
chr11	9037033	9037601	chr11	9159148	9159691	8358_8364	2.45339724973741	.	.	51	94	4
chr16	23308335	23308741	chr16	23445229	23446194	20102_20105	2.49331291444163	.	.	51	379	8
chr16	23308335	23308741	chr16	23446776	23447132	20102_20106	2.77504131600176	.	.	51	289	8
chr14	105234755	105235390	chr14	105292371	105293111	17445_17446	3.17368707932104	.	.	106	71	8
chr11	100553035	100553359	chr11	100726000	100726654	10258_10261	2.93797972024021	.	.	98	106	7
chr11	100553035	100553359	chr11	100699060	100699357	10258_10260	2.14233646924884	.	.	98	40	3
chr19	12074676	12075256	chr19	12251121	12251289	25949_25961	2.22685636109544	.	.	100	155	6
chr17	66773491	66773981	chr17	66902902	66903093	23515_23518	2.79321494690069	.	.	71	28	3
chr3	129345605	129345755	chr3	129548418	129548730	37942_37946	2.29529717732442	.	.	155	98	6
chr2	179756090	179756585	chr2	179994236	179994769	30913_30921	2.71921092777425	.	.	115	162	8
chr6	166298240	166298711	chr6	166511836	166511995	48675_48678	2.6261269625911	.	.	93	53	4
chr6	166298240	166298711	chr6	166511378	166511790	48675_48677	2.7666783318345	.	.	93	46	4
chr16	53088562	53089488	chr16	53164214	53164887	20555_20562	2.14249295134395	.	.	292	165	12
chr16	53088562	53089488	chr16	53193825	53194197	20555_20563	2.54270698034839	.	.	292	71	9
chr16	53088562	53089488	chr16	53241747	53242083	20555_20564	2.3957747247208	.	.	292	58	7
chr16	53088562	53089488	chr16	53242142	53242435	20555_20565	2.21981457150936	.	.	292	69	7
chr15	41038766	41039041	chr15	41074730	41075186	17834_17837	3.10662532346946	.	.	23	129	5
chr12	111142541	111143018	chr12	111264422	111265057	13492_13498	2.68710209345085	.	.	48	179	6
chr6	35551533	35552211	chr6	35703982	35704392	46349_46355	3.68730320682307	.	.	179	396	27
chrX	18408125	18408362	chrX	19353137	19353489	56848_56870	1.94843291854499	.	.	171	324	8
chr7	100210099	100210272	chr7	100322823	100323203	50536_50545	2.48809337383977	.	.	32	140	4
chr1	152842330	152842660	chr1	152898352	152899017	3200_3205	4.07843195158276	.	.	113	191	21
chr13	109613850	109614397	chr13	109787443	109787680	15500_15502	2.22274080644638	.	.	129	30	3
chr12	122644541	122644801	chr12	122675459	122675840	13856_13857	2.4309436745792	.	.	27	134	4
chr14	24483084	24483624	chr14	24559658	24560207	15780_15784	3.07823430977897	.	.	137	99	10
chr2	198667697	198668157	chr2	198992264	198992832	31240_31248	3.21096324785525	.	.	125	127	9
chr16	85852859	85853112	chr16	86049732	86050428	21336_21359	3.3385116760136	.	.	91	365	15
chr7	37026703	37027205	chr7	37221398	37221976	49575_49579	3.91419291618153	.	.	106	176	15
chr11	35637675	35638317	chr11	36287548	36287972	8882_8895	2.31200857101468	.	.	194	104	6
chr13	77241712	77242112	chr13	77477503	77478275	15127_15132	2.51063365708468	.	.	39	147	4
chr2	17933222	17933393	chr2	18011630	18012199	27856_27858	2.54333297500135	.	.	37	155	5
chr3	37493224	37493738	chr3	37856089	37856430	36235_36239	3.12291017184656	.	.	84	42	4
chr3	33677417	33678014	chr3	33758277	33758704	36185_36187	2.44791834363037	.	.	96	95	6
chr2	70139080	70139588	chr2	70529129	70529402	29076_29101	3.15510658930275	.	.	143	74	7
chr21	43729711	43730291	chr21	43869793	43870380	34250_34260	3.13767639065808	.	.	189	278	18
chr17	75136403	75136736	chr17	75208609	75208954	23796_23801	2.82662835784436	.	.	57	48	4
chr10	93848176	93848428	chr10	94050674	94051122	7168_7179	3.16864733824822	.	.	254	136	14
chr1	152850572	152850794	chr1	152898352	152899017	3202_3205	1.92876093669207	.	.	32	191	4
chr5	130207227	130207719	chr5	130445590	130446119	43969_43972	2.76015845291231	.	.	72	97	5
chr4	138956850	138957482	chr4	139103932	139104402	41292_41295	2.01165067295438	.	.	124	100	5
chr1	184044459	184045126	chr1	184191654	184192063	4097_4098	3.65958462190651	.	.	100	80	9
chr20	37740696	37741148	chr20	37893270	37893540	33100_33101	2.24313292344958	.	.	86	42	3
chr5	56196554	56197106	chr5	56433941	56434277	42744_42749	2.93231076164866	.	.	215	109	10
chr11	111435922	111436272	chr11	111711928	111712573	10455_10463	2.43084741820751	.	.	110	185	7
chr12	51818700	51819084	chr12	51925445	51926315	12195_12197	3.07871269932385	.	.	93	238	12
chr3	9013311	9013473	chr3	9108971	9109368	35655_35658	2.56833171641677	.	.	242	120	11
chr6	37505975	37506338	chr6	37533883	37534548	46432_46435	2.89381233702427	.	.	108	298	15
chr13	20756404	20756819	chr13	21063267	21063686	14152_14162	2.64911434748836	.	.	83	104	5
chr12	112383094	112383598	chr12	112451115	112451419	13536_13538	2.09610596374952	.	.	101	122	6
chr12	112383094	112383598	chr12	112452388	112452629	13536_13539	2.08316533684361	.	.	101	124	6
chr5	39217858	39218426	chr5	39283076	39283905	42516_42517	4.20306282567796	.	.	161	186	26
chr4	138740965	138741439	chr4	138782908	138783201	41290_41291	1.89664823973482	.	.	106	33	3
chr10	12307837	12307993	chr10	12698528	12699004	5709_5721	2.40528871578213	.	.	139	86	5
chr12	64237496	64238060	chr12	64649713	64650544	12533_12537	2.35078698155389	.	.	92	139	5
chr1	24045040	24045277	chr1	24072041	24072337	751_755	2.5080192825545	.	.	24	78	3
chr1	24045040	24045277	chr1	24071555	24071742	751_754	2.70956286444219	.	.	24	64	3
chr10	73885967	73886331	chr10	74100218	74100507	6718_6740	4.03970025306054	.	.	61	60	7
chr3	114936355	114936819	chr3	115503261	115503672	37601_37608	1.93268133654649	.	.	81	93	3
chr1	160399469	160399752	chr1	160576682	160577355	3533_3546	3.68376053618104	.	.	290	220	25
chr7	70181543	70181890	chr7	70240305	70240984	50006_50009	2.93515675786066	.	.	56	130	7
chr1	111097816	111098351	chr1	111158312	111158793	2749_2750	3.87530311750006	.	.	56	130	11
chr1	46943062	46943622	chr1	46993324	46994130	1668_1670	4.05375894649652	.	.	123	194	22
chr14	62327004	62327616	chr14	62361176	62361565	16353_16355	2.19290250807312	.	.	111	93	6
chr10	95314541	95314894	chr10	95618742	95619245	7215_7227	2.20816177628798	.	.	52	94	3
chr1	206912391	206912608	chr1	206981902	206982422	4555_4561	2.26769701591803	.	.	104	227	9
chr1	206912391	206912608	chr1	206982797	206983255	4555_4562	2.07973751276861	.	.	104	273	9
chr4	8470449	8470947	chr4	8588375	8588666	39577_39579	3.13337916397305	.	.	122	45	6
chr12	50482338	50482829	chr12	50569177	50569693	12135_12144	2.32061934832133	.	.	69	68	4
chr10	72663057	72663543	chr10	72968776	72969235	6669_6673	3.63605633007182	.	.	86	52	6
chr5	149838326	149839005	chr5	149924240	149924692	44551_44556	2.65143496470311	.	.	196	108	10
chr5	149838326	149839005	chr5	149903235	149903691	44551_44555	1.9606753838462	.	.	196	71	6
chr3	53409666	53409817	chr3	53744151	53744608	36770_36778	2.45963652468169	.	.	147	106	6
chr4	74177263	74177591	chr4	74312026	74312498	40376_40379	2.2179658246957	.	.	52	68	3
chr9	33374916	33375265	chr9	33466633	33467025	54735_54741	2.06971314858708	.	.	45	136	4
chr2	98316725	98316913	chr2	99001298	99001989	29541_29563	2.64884653377026	.	.	47	206	5
chr3	70169432	70169936	chr3	70408116	70408446	37088_37090	4.17125322232759	.	.	93	72	10
chr22	22067966	22068241	chr22	22292402	22293234	34558_34570	2.42979810041902	.	.	143	171	8
chr7	101331426	101332212	chr7	101879917	101880429	50579_50603	2.18897759382184	.	.	234	269	10
chr7	101331426	101332212	chr7	101879607	101879747	50579_50602	2.29710433344009	.	.	234	239	10
chr9	138756266	138756874	chr9	138816838	138817123	56495_56497	2.36753963513064	.	.	86	27	3
chr1	201528717	201529293	chr1	201761975	201762604	4373_4377	2.28233911894072	.	.	153	188	8
chr1	201528717	201529293	chr1	201673265	201673747	4373_4374	4.27131958187408	.	.	153	102	17
chr10	32151089	32151911	chr10	32293724	32294450	6110_6114	3.45711002444427	.	.	105	92	9
chr3	42056142	42056414	chr3	42140988	42141640	36341_36347	2.37550838742638	.	.	79	283	9
chr17	61996418	61997046	chr17	62023894	62024689	23371_23373	3.21462398002465	.	.	162	165	16
chr17	61996418	61997046	chr17	62023705	62023851	23371_23372	3.45055802177699	.	.	162	131	16
chr15	42281639	42282196	chr15	42351889	42352283	17890_17892	3.61897712643071	.	.	187	95	15
chr15	42281639	42282196	chr15	42349265	42349686	17890_17891	3.07296207191822	.	.	187	86	11
chrX	31056928	31057679	chrX	31311440	31311890	57000_57009	2.15639240995796	.	.	192	135	7
chr1	152025094	152025484	chr1	152158074	152158375	3179_3183	3.30257086660191	.	.	74	90	7
chr4	6911385	6911607	chr4	6988280	6988970	39532_39536	3.19501927155637	.	.	78	56	6
chr2	64557977	64558408	chr2	64714920	64715752	28914_28917	3.4700738100387	.	.	182	171	16
chr14	76651562	76651835	chr14	76818925	76819577	16848_16851	1.89455312973844	.	.	40	132	3
chr14	30844466	30844949	chr14	30991114	30991533	15848_15851	2.43595307397681	.	.	46	64	3
chr15	55509852	55510395	chr15	55582005	55583271	18164_18169	4.71111294175194	.	.	201	343	50
chr6	33291358	33291656	chr6	33312765	33312959	46250_46252	3.29980715980762	.	.	68	68	7
chr6	33291358	33291656	chr6	33312982	33313414	46250_46253	3.08515388146988	.	.	68	84	7
chr6	33291358	33291656	chr6	33312560	33312702	46250_46251	3.36086308512966	.	.	68	64	7
chr15	91846112	91846570	chr15	92625452	92625894	19291_19299	2.7124149059477	.	.	102	89	5
chr15	91846112	91846570	chr15	92620569	92620939	19291_19298	2.5722798707745	.	.	102	104	5
chr15	91846112	91846570	chr15	92396440	92396599	19291_19295	2.9567272601578	.	.	102	24	3
chr3	179646740	179647389	chr3	179781635	179781795	38850_38854	2.2030242414995	.	.	163	22	3
chr3	179646740	179647389	chr3	180312464	180313170	38850_38859	2.34920085149247	.	.	163	119	6
chr2	190953489	190954033	chr2	191141906	191142353	31075_31078	2.36121261181551	.	.	162	38	4
chr9	116208365	116209187	chr9	116352287	116352475	55832_55838	2.38232501301407	.	.	322	68	8
chr20	52713198	52713887	chr20	52814569	52814834	33574_33576	2.01411046133772	.	.	166	124	7
chr20	52713198	52713887	chr20	52816069	52816628	33574_33577	2.88283462141903	.	.	166	215	14
chr18	3281398	3281853	chr18	3454566	3455025	24120_24129	2.02406190360897	.	.	172	76	5
chr17	7816212	7816648	chr17	7893411	7893799	21824_21829	3.1240737176432	.	.	142	206	15
chr10	112563005	112564126	chr10	112632429	112632737	7679_7682	1.95882951991828	.	.	164	86	6
chr1	150227811	150228673	chr1	150253435	150254168	3085_3086	4.40425752163599	.	.	103	126	20
chr1	33838434	33838584	chr1	33935898	33936508	1195_1198	2.35054617600464	.	.	14	192	3
chr2	20876217	20876498	chr2	21021730	21021872	27917_27924	3.48378541564084	.	.	39	27	3
chr2	20876217	20876498	chr2	21022270	21022516	27917_27925	3.41196789809069	.	.	39	29	3
chr9	80876325	80876775	chr9	80984501	80984955	55128_55131	2.27884830948795	.	.	64	84	4
chr3	189059361	189059524	chr3	189666108	189666695	39096_39105	2.48184745880675	.	.	48	154	4
chr16	80559929	80560875	chr16	80858639	80859149	21149_21159	3.73310416243259	.	.	275	104	16
chr12	97295928	97296205	chr12	97380745	97381038	13132_13134	2.36797875566328	.	.	18	139	3
chr10	105472447	105473456	chr10	105644457	105644755	7566_7570	3.86149030052709	.	.	248	99	17
chr6	159125222	159125786	chr6	159393018	159393989	48556_48572	3.40080978896119	.	.	202	301	20
chr5	39376348	39376789	chr5	39547623	39547963	42518_42519	3.93670272135707	.	.	84	46	7
chr18	49194371	49195353	chr18	49473389	49473637	24874_24877	2.81797968226831	.	.	219	32	5
chr10	4891825	4892290	chr10	5475998	5476284	5543_5551	2.50219460029039	.	.	90	45	3
chr22	36590935	36591392	chr22	36617837	36618199	34993_34994	2.15269782169919	.	.	96	49	4
chr12	2445523	2445837	chr12	2468218	2468458	11122_11123	3.21666830217009	.	.	35	47	4
chr6	159430138	159430412	chr6	159525058	159525666	48576_48579	2.45197252420879	.	.	182	178	11
chr13	20558713	20559234	chr13	20737379	20737917	14146_14151	2.5612844594968	.	.	69	162	6
chr2	196398567	196398788	chr2	196440687	196441256	31158_31162	2.27318504010592	.	.	32	76	3
chr1	43243493	43243984	chr1	43539119	43539871	1540_1547	2.70612305594084	.	.	64	246	7
chr10	119297027	119297963	chr10	120000537	120001380	7813_7828	2.85706216993029	.	.	152	164	9
chr10	119297027	119297963	chr10	119517486	119517763	7813_7822	2.37904115507387	.	.	152	42	4
chr10	119297027	119297963	chr10	119517172	119517374	7813_7821	2.53186494784367	.	.	152	36	4
chr10	119297027	119297963	chr10	119865923	119866325	7813_7827	3.4008363814459	.	.	152	54	7
chr15	33601726	33602211	chr15	33967410	33967862	17683_17687	2.82445308927755	.	.	72	105	5
chr17	25930227	25930516	chr17	25978418	25978765	22187_22190	2.75390580736245	.	.	265	65	10
chr1	94097285	94097467	chr1	94279222	94280005	2480_2492	2.99238915905936	.	.	50	330	9
chr5	151940108	151940536	chr5	152527971	152528286	44622_44624	2.63672048078704	.	.	92	38	3
chr12	58739794	58740394	chr12	58837278	58837867	12481_12485	3.92515884982006	.	.	97	96	12
chr1	205242174	205243243	chr1	205294345	205295003	4502_4504	4.90536455483629	.	.	331	221	58
chr1	155176675	155177048	chr1	155196330	155196997	3331_3332	2.4750475128126	.	.	71	107	6
chr9	34403731	34404177	chr9	34546917	34547177	54771_54776	2.3243081080356	.	.	74	44	3
chr10	102974516	102974887	chr10	103201725	103202487	7461_7468	1.91001682815015	.	.	216	108	6
chr10	102974516	102974887	chr10	102998519	102998804	7461_7462	2.40004910376815	.	.	216	17	4
chr10	112835897	112836312	chr10	113120068	113120447	7686_7695	3.54123487866903	.	.	89	74	7
chr14	35141756	35142116	chr14	35192026	35192658	15915_15916	4.05836188251297	.	.	130	85	15
