chrom1	start1	stop1	chrom2	start2	stop2	pair_name	Z	strand1	strand2	CA	CB	IAB
chr8	95006946	95007181	chr8	95369252	95369642	27956_27960	2.70241909469446	.	.	12	29	3
chr12	6862538	6863453	chr12	6888012	6888506	6136_6137	2.71335574582593	.	.	98	46	17
chr14	65631370	65631596	chr14	66291299	66291784	8904_8916	2.42920807029723	.	.	58	37	6
chr5	6821046	6821323	chr5	6837713	6837947	22192_22193	2.30847461362619	.	.	17	23	4
chr1	151273406	151273662	chr1	151313362	151313640	1712_1713	3.17617228096953	.	.	19	18	6
chr3	118993604	118994178	chr3	119278314	119278747	19803_19810	2.09318833022746	.	.	29	33	4
chr5	133747463	133747902	chr5	133863276	133863486	23182_23183	2.10748689994603	.	.	28	30	5
chr3	194403140	194403789	chr3	194674953	194675173	20655_20656	2.29874046537092	.	.	73	23	6
chr2	192435871	192436098	chr2	192542016	192542156	16416_16417	2.23495603735431	.	.	24	19	4
chr7	31783923	31784271	chr7	32244116	32244303	26027_26031	2.19710635134512	.	.	22	13	2
chr12	80445619	80445762	chr12	80663720	80664052	7033_7037	2.20281964379166	.	.	6	29	2
chr2	71276758	71277149	chr2	71382048	71382248	15371_15374	2.10554283327745	.	.	10	13	2
chr6	43692045	43692200	chr6	44042368	44042566	24527_24535	2.24411333812542	.	.	66	33	6
chr12	108154731	108155196	chr12	108278820	108279202	7344_7345	2.950928771557	.	.	37	47	11
chr6	151996851	151997314	chr6	152659733	152659994	25493_25501	2.10763954234796	.	.	21	16	2
chrX	131156142	131156401	chrX	131205324	131205605	30554_30556	2.29590250363338	.	.	22	27	5
chr14	58967941	58968419	chr14	59495352	59495683	8812_8814	2.97801927302761	.	.	26	31	5
chr13	76450530	76450934	chr13	77047627	77048041	8201_8203	2.24333748882609	.	.	44	26	4
chr1	27179579	27179937	chr1	27204534	27204782	491_493	2.9183984542654	.	.	41	44	12
chr2	38542903	38543455	chr2	38735344	38735917	14983_14986	2.8972205134018	.	.	37	34	8
chrX	129527539	129527745	chrX	130050753	130051161	30518_30521	2.30881619664183	.	.	9	29	2
chr6	121376737	121377223	chr6	121627029	121627569	25146_25147	2.96676435725961	.	.	31	25	6
chr1	8620956	8621546	chr1	8731253	8731764	109_110	2.45522830591152	.	.	51	45	10
chr1	8620956	8621546	chr1	8786519	8786869	109_112	2.36797792057041	.	.	51	30	7
chr8	139739697	139739956	chr8	139948469	139948833	28430_28433	2.19697132275786	.	.	17	10	2
chr16	86106509	86106776	chr16	86553694	86553982	11404_11407	2.73445229108125	.	.	9	18	2
chr7	66302050	66302281	chr7	66359881	66360082	26269_26271	2.15588781401791	.	.	10	11	2
chr3	153813752	153813921	chr3	153970746	153971266	20247_20248	3.08141826246944	.	.	5	26	3
chr7	51228803	51229013	chr7	51434808	51435114	26231_26233	2.15548282237828	.	.	16	11	2
chr12	47473268	47473537	chr12	47701612	47701843	6550_6551	3.35165283671046	.	.	9	24	4
chr20	3199161	3199533	chr20	3257346	3257639	17059_17060	2.68365382795635	.	.	17	15	4
chr20	3199161	3199533	chr20	3297307	3297536	17059_17061	2.28660622004909	.	.	17	14	3
chr12	5131591	5132022	chr12	5193326	5193761	6105_6106	4.13654695631081	.	.	66	82	39
chr6	152086649	152086890	chr6	152589377	152589709	25496_25499	2.08821608749967	.	.	32	23	3
chr5	32232509	32233082	chr5	32329498	32329895	22285_22286	3.46270349139753	.	.	40	44	15
chr14	72490781	72491100	chr14	72914976	72915195	9018_9022	2.30304829395475	.	.	18	14	2
chr4	178171215	178171701	chr4	178260998	178261329	22080_22081	2.74788111398207	.	.	32	18	6
chr8	102339227	102339605	chr8	102534001	102534215	28060_28064	2.86697830328587	.	.	50	20	7
chr18	34965846	34966148	chr18	35117905	35118183	13114_13117	2.39952970722588	.	.	20	23	4
chr13	71894637	71894894	chr13	72453388	72453708	8175_8177	2.40874767363547	.	.	14	17	2
chr1	33577650	33577951	chr1	33764361	33764563	633_638	2.77347858523183	.	.	11	8	2
chr1	57297524	57297922	chr1	57434027	57434200	1013_1014	2.47242266302587	.	.	25	4	2
chr9	103363444	103363701	chr9	104073799	104074311	29228_29233	3.328653264426	.	.	16	36	5
chr15	36043838	36044178	chr15	38172722	38173051	9538_9542	3.1932260144163	.	.	8	14	2
chr1	171050465	171050671	chr1	171157864	171158147	2099_2100	2.12720982572769	.	.	18	16	3
chr5	140739438	140739608	chr5	140943749	140944100	23293_23306	2.26683652795441	.	.	4	39	2
chr2	177679513	177679808	chr2	178013492	178013683	16268_16272	2.49082895940587	.	.	36	45	6
chr3	170679366	170679942	chr3	171490193	171490767	20383_20391	2.09188986770072	.	.	32	44	4
chr1	153483411	153483739	chr1	153541031	153541356	1760_1762	3.27182539827524	.	.	34	50	14
chr4	122871332	122871698	chr4	122924562	122924860	21672_21673	2.85361478306896	.	.	27	40	9
chr1	11021121	11021346	chr1	11072273	11072433	167_168	2.34120721680061	.	.	17	12	3
chr12	66663613	66663901	chr12	66803104	66803487	6905_6908	2.30876007860386	.	.	8	15	2
chr19	46585568	46585761	chr19	46692780	46693025	14355_14356	3.0811119515235	.	.	19	40	8
chrX	51384403	51384725	chrX	51603770	51604064	30111_30112	4.00399693920755	.	.	12	5	3
chr1	44471308	44471835	chr1	44502275	44502624	828_829	3.12061546103815	.	.	24	34	9
chr11	64455882	64456393	chr11	64511121	64511332	5158_5161	2.38169006513181	.	.	27	29	6
chr11	64455882	64456393	chr11	64510407	64510609	5158_5160	2.71317009786152	.	.	27	28	7
chr6	26572969	26573122	chr6	26596003	26596329	24127_24128	2.34468845214733	.	.	33	45	8
chr22	25858343	25858885	chr22	26170518	26170769	18268_18274	2.73558169251188	.	.	49	43	8
chr11	32735150	32735411	chr11	32814247	32814889	4784_4786	2.55373218910808	.	.	20	34	6
chr2	29181495	29181870	chr2	29419543	29420031	14890_14893	3.71360396353322	.	.	52	73	20
chr18	18775154	18775555	chr18	19024445	19024737	12972_12973	3.18904946756787	.	.	25	17	5
chr2	232091975	232092500	chr2	232277137	232277485	16846_16851	2.70180774632473	.	.	52	29	8
chr11	47955862	47956393	chr11	48130863	48131247	4969_4972	3.79086260654885	.	.	51	64	21
chr12	52784894	52785061	chr12	53264120	53264592	6684_6688	2.75444499585326	.	.	7	23	2
chr22	44388848	44389577	chr22	44481617	44481953	18616_18620	2.51043889478599	.	.	59	35	10
chr11	75514191	75514868	chr11	75578803	75579293	5399_5400	2.78866044668732	.	.	47	44	12
chr1	45825565	45826170	chr1	45958811	45959103	861_863	3.47114403782751	.	.	81	52	22
chr16	46981635	46982017	chr16	48198793	48199164	10919_10932	2.37394047003508	.	.	24	25	3
chr10	91369821	91370097	chr10	91461122	91461435	3870_3871	2.93084011668711	.	.	6	20	3
chr14	34318516	34318698	chr14	34567761	34568251	8615_8617	2.92230174504401	.	.	9	40	4
chr10	124058299	124058671	chr10	124194643	124195164	4315_4317	3.17348585056149	.	.	28	43	10
chr10	124058299	124058671	chr10	124325268	124325506	4315_4318	2.83545939253643	.	.	28	15	4
chr5	179228891	179229213	chr5	179334860	179335043	23766_23768	2.4148923076744	.	.	27	14	4
chr5	179228891	179229213	chr5	179285891	179286040	23766_23767	2.17328370926214	.	.	27	16	4
chr12	79949289	79949805	chr12	80131831	80132252	7029_7031	3.45262439409312	.	.	25	43	10
chr4	83976169	83976434	chr4	84203236	84203540	21348_21359	2.07570660351605	.	.	22	58	5
chr1	186691643	186692501	chr1	186954868	186955684	2304_2307	2.07316547073436	.	.	35	59	6
chr4	186347255	186347441	chr4	186518703	186519206	22131_22133	2.23204483002558	.	.	14	42	4
chr5	41856743	41857150	chr5	42057397	42057715	22384_22386	3.63043083120086	.	.	42	27	11
chr11	113176480	113176772	chr11	113403329	113403780	5729_5730	4.25894679808285	.	.	25	30	12
chr6	41814368	41814917	chr6	42011878	42012425	24479_24485	2.41050071823889	.	.	30	89	9
chr9	14616399	14616703	chr9	14846854	14847055	28653_28657	2.11477579016666	.	.	22	9	2
chr5	147007723	147008001	chr5	147202183	147202637	23384_23385	3.47499471767891	.	.	34	54	13
chr19	50006424	50006676	chr19	50050158	50050593	14461_14463	3.04890965699517	.	.	14	38	7
chr3	12179585	12179798	chr3	12521322	12521736	18791_18796	2.60854695605402	.	.	34	43	6
chr1	201528792	201529186	chr1	201673370	201673713	2409_2410	3.05513842102851	.	.	41	22	8
chr16	5106440	5106727	chr16	5134875	5135179	10571_10572	2.8459563212541	.	.	9	6	2
chr3	33173071	33173739	chr3	33414263	33414808	19018_19019	3.77360171217641	.	.	47	43	15
chr17	67603158	67603705	chr17	68140421	68140846	12571_12572	2.73146531467147	.	.	32	21	4
chr20	3034557	3034788	chr20	3096130	3096410	17056_17058	2.60758206037066	.	.	27	16	5
chr9	110246400	110246781	chr9	111034800	111035123	29277_29279	2.77435099953871	.	.	20	19	3
chr2	204973053	204973266	chr2	205556660	205556974	16542_16547	2.94828985309548	.	.	16	19	3
chr7	12107126	12107430	chr7	12331569	12331798	25801_25802	2.79029970104923	.	.	24	9	3
chr20	3034557	3034788	chr20	3057446	3057709	17056_17057	3.01961392435043	.	.	27	15	6
chr17	27053621	27054397	chr17	27077117	27077470	11811_11812	2.80483105029061	.	.	63	38	13
chr7	1032629	1033140	chr7	1105291	1105703	25676_25678	3.08844648488314	.	.	49	49	15
chr8	131449912	131450072	chr8	131530547	131530691	28363_28364	2.10211749277409	.	.	11	11	2
chr2	102637021	102637426	chr2	102857211	102857828	15644_15645	3.55582058256984	.	.	30	43	11
chr1	179048366	179048621	chr1	179338890	179339362	2202_2208	3.0101977999474	.	.	26	44	7
chr16	12667685	12667963	chr16	12913275	12913533	10637_10639	2.54593327268443	.	.	24	22	4
chr5	81470100	81470281	chr5	81521337	81521814	22747_22749	2.22134514948745	.	.	22	42	6
chr17	45776129	45776533	chr17	45879719	45880169	12207_12212	2.55420667549521	.	.	50	26	8
chr1	25014961	25015637	chr1	25161518	25161705	432_434	2.18709210931655	.	.	35	9	3
chr17	36505042	36505319	chr17	36570992	36571308	11974_11975	3.46594585542082	.	.	14	25	7
chr5	64106887	64107200	chr5	64779158	64780027	22557_22564	2.62032854354935	.	.	27	65	6
chr3	141681496	141681888	chr3	141998874	141999295	20105_20108	2.57792526460722	.	.	18	35	4
chr10	6150872	6151314	chr10	6193361	6193755	3061_3064	2.09063630904846	.	.	41	18	5
chr1	234634738	234635596	chr1	235246696	235246886	2879_2892	2.38598555233002	.	.	57	53	7
chr5	79174620	79174914	chr5	79378716	79378886	22722_22724	2.73331707964156	.	.	8	48	4
chr5	79174620	79174914	chr5	79379356	79379720	22722_22725	2.67669218620582	.	.	8	51	4
chr7	105400687	105401179	chr7	105649937	105650284	26624_26626	2.76306672595154	.	.	50	34	8
chr7	105400687	105401179	chr7	105683171	105683617	26624_26627	2.9748263783748	.	.	50	93	14
chr11	2996914	2997172	chr11	3112826	3113395	4459_4463	2.43156109165987	.	.	27	32	6
chr11	34607583	34608416	chr11	34912380	34912842	4816_4820	3.09843035342291	.	.	48	46	10
chr6	127623863	127624284	chr6	127741637	127741990	25192_25194	2.63925249624496	.	.	25	28	6
chr6	127623863	127624284	chr6	127724830	127724978	25192_25193	2.13197165834884	.	.	25	5	2
chrX	53342590	53342753	chrX	53473013	53473240	30123_30127	3.13022687999412	.	.	34	13	6
chr2	172667756	172668012	chr2	172968303	172969042	16199_16200	2.9911805465267	.	.	13	47	5
chr20	33891592	33892124	chr20	34035095	34035383	17384_17387	2.8887162079461	.	.	40	15	6
chr4	140337260	140337579	chr4	140451759	140452337	21762_21766	2.26157724570027	.	.	19	54	6
chr13	95841674	95842112	chr13	96056278	96056907	8273_8278	3.27737045498212	.	.	39	81	15
chr8	67350992	67351706	chr8	67521599	67522006	27758_27761	2.44046807739943	.	.	37	51	8
chr5	137371600	137372047	chr5	137404407	137404829	23230_23231	3.15553539207321	.	.	41	40	13
chr15	64044215	64044723	chr15	64183227	64183523	9901_9903	2.26182661711848	.	.	39	29	6
chr17	63274510	63274760	chr17	64161594	64162066	12504_12510	2.38732654103234	.	.	10	26	2
chr9	33624002	33624273	chr9	33722151	33722462	28780_28781	3.12198561443796	.	.	21	34	8
chr5	131722278	131722820	chr5	131836687	131837222	23137_23141	3.40259911333952	.	.	117	76	32
chr14	64319554	64319766	chr14	64477247	64477412	8877_8880	2.39337475526683	.	.	19	14	3
chr9	124506710	124506906	chr9	124754833	124755222	29457_29458	2.32912807533312	.	.	18	58	5
chr7	116852979	116853502	chr7	117025786	117026232	26733_26735	2.8193376380738	.	.	24	41	7
chr4	20424126	20424334	chr4	20546419	20546590	20911_20913	2.53709028490638	.	.	11	8	2
chr10	109169210	109169748	chr10	109574505	109574853	4161_4162	3.29932676471331	.	.	23	24	5
chr1	156355261	156355752	chr1	156415650	156415951	1845_1848	3.98629383744797	.	.	57	70	31
chr15	69076036	69076351	chr15	69168161	69168469	10011_10013	2.28063198489299	.	.	27	62	8
chr15	69076036	69076351	chr15	69121312	69121676	10011_10012	2.06538256982901	.	.	27	28	5
chr3	168582730	168583051	chr3	169462453	169462662	20359_20363	2.93842347488153	.	.	12	12	2
chr2	103777939	103778223	chr2	105489936	105490227	15664_15669	2.82806032015286	.	.	16	23	3
chr14	61092086	61092405	chr14	61719388	61719871	8840_8846	3.03359033995796	.	.	32	35	6
chr14	61092086	61092405	chr14	61491932	61492294	8840_8844	3.13211441274063	.	.	32	40	7
chr22	39939227	39939418	chr22	40432567	40433070	18520_18531	2.10620147396109	.	.	8	40	2
chr8	11337673	11338095	chr8	11411286	11411765	27239_27243	2.68190317033788	.	.	56	57	14
chr2	172560201	172560440	chr2	172992001	172992366	16197_16203	2.09243131650146	.	.	21	15	2
chr7	30978459	30978697	chr7	31014361	31014806	26016_26017	2.40379557232259	.	.	22	35	6
chr1	48463373	48463582	chr1	48526925	48527155	907_908	3.24697674515819	.	.	13	11	4
chr19	31173928	31174278	chr19	33061139	33061430	14064_14068	3.029984662289	.	.	11	12	2
chr6	33291876	33292032	chr6	33312862	33313064	24305_24306	2.10971579608049	.	.	15	18	3
chr3	185701357	185701727	chr3	185959541	185960043	20542_20546	2.61981522870931	.	.	54	59	10
chr3	185701357	185701727	chr3	185960205	185960611	20542_20547	2.5444071748254	.	.	54	64	10
chr14	68085440	68085845	chr14	68171045	68171553	8941_8943	2.3727748660135	.	.	33	45	8
chr15	90303929	90304372	chr15	90418126	90418625	10332_10333	3.00273826288627	.	.	28	47	10
chr6	116331921	116332518	chr6	116418215	116418503	25093_25095	3.32812366494452	.	.	52	24	12
chr8	24102452	24102845	chr8	24245270	24245438	27358_27359	2.55103276807217	.	.	21	18	4
chr3	9029602	9029918	chr3	9344197	9344695	18750_18756	2.26690841375344	.	.	25	54	5
chr3	107872170	107872626	chr3	108125440	108125784	19693_19697	2.14998568424717	.	.	32	40	5
chr2	136671786	136671953	chr2	137136234	137136663	15911_15914	3.56310026844558	.	.	45	38	10
chr10	104513007	104513258	chr10	104555942	104556098	4108_4109	2.21181132700908	.	.	13	8	2
chr14	60816669	60817006	chr14	61026101	61026381	8837_8838	2.37126443075518	.	.	37	24	5
chr10	119620403	119620735	chr10	120000682	120001275	4268_4271	3.2585719853367	.	.	16	35	5
chr3	134077411	134077627	chr3	134192752	134193153	20004_20007	2.12391731666913	.	.	11	27	3
chr6	157735694	157736229	chr6	158018820	158019037	25553_25555	2.67033930274221	.	.	51	16	5
chr10	114325250	114325572	chr10	114480908	114481155	4213_4214	2.84601659081443	.	.	11	15	3
chr6	159595300	159595805	chr6	160075455	160076085	25588_25593	2.77980852534329	.	.	28	35	5
chr9	129728155	129728428	chr9	129961476	129961954	29537_29540	3.11380642799954	.	.	37	93	14
chr17	76356901	76357277	chr17	76418067	76418497	12733_12734	2.56100428350148	.	.	40	29	8
chr4	164477343	164477688	chr4	164602293	164602677	21979_21984	2.97871398065352	.	.	89	63	20
chr2	200844736	200845220	chr2	201346032	201346407	16486_16489	3.73335929238816	.	.	20	26	6
chr14	91789931	91790372	chr14	91885046	91885520	9219_9222	2.59261685531059	.	.	34	36	8
chr1	23695474	23695631	chr1	23730190	23730341	390_391	2.06612353440605	.	.	11	25	3
chr2	103136556	103136842	chr2	103232348	103232620	15655_15657	2.44165913812053	.	.	20	28	5
chr2	233717862	233718080	chr2	234159818	234160380	16885_16887	2.11270125446609	.	.	17	41	3
chr14	65289939	65290288	chr14	65358379	65358857	8898_8899	2.48545218972791	.	.	47	42	10
chr6	136965341	136965838	chr6	137114118	137114387	25314_25318	2.96999563569657	.	.	32	49	10
chr6	136965341	136965838	chr6	137114408	137114590	25314_25319	2.91396671394642	.	.	32	52	10
chr6	136965341	136965838	chr6	137113549	137113981	25314_25317	3.0756023928063	.	.	32	53	11
chr6	36270258	36270601	chr6	36328169	36328945	24370_24372	2.28691976735367	.	.	29	53	8
chr20	22319792	22320186	chr20	22567397	22567550	17262_17264	2.91436981861311	.	.	29	7	3
chr10	76510860	76511185	chr10	76751290	76751576	3708_3713	2.57522494949471	.	.	14	9	2
chr10	76510860	76511185	chr10	76779130	76779460	3708_3714	2.14094784384228	.	.	14	35	3
chr7	131192709	131192916	chr7	131339500	131339755	26870_26873	3.06763050400874	.	.	9	25	4
chr18	286558	286780	chr18	616390	616724	12825_12827	2.87221742612409	.	.	8	15	2
chr6	170231768	170232054	chr6	170838905	170839236	25663_25667	2.44260826078873	.	.	29	18	3
chr1	208305427	208306076	chr1	208412447	208412668	2563_2564	3.15306326803524	.	.	22	18	6
chr1	210316826	210317180	chr1	210573917	210574286	2588_2592	2.7566148033443	.	.	20	22	4
chr1	229797067	229797382	chr1	230446288	230446705	2828_2839	2.72429911625179	.	.	34	46	6
chr9	37913588	37914066	chr9	38160601	38161021	28872_28874	3.01944296958822	.	.	48	42	10
chr10	69426153	69426580	chr10	69539326	69540005	3568_3570	3.43382487340806	.	.	29	65	15
chr10	28966123	28966314	chr10	29280691	29281104	3297_3298	4.07054214647688	.	.	9	23	5
chr13	36204867	36205103	chr13	36295072	36295483	7923_7924	2.22563911764304	.	.	11	10	2
chr11	78356261	78356627	chr11	78787696	78787857	5446_5451	2.5675147942352	.	.	32	6	2
chr11	78356261	78356627	chr11	78811182	78811449	5446_5452	3.17449228460746	.	.	32	20	5
chr19	13990912	13991310	chr19	14182950	14183264	13856_13864	2.75544779765524	.	.	78	42	12
chr17	76493178	76493528	chr17	76795050	76795485	12736_12741	2.58343904338106	.	.	40	15	4
chr5	135313116	135313494	chr5	135509771	135510026	23209_23212	2.95309146832003	.	.	15	20	4
chr2	75691769	75692049	chr2	75835967	75836654	15453_15455	2.68649033589933	.	.	51	49	11
chr12	117463300	117463767	chr12	117557422	117557950	7508_7509	3.49443114632791	.	.	21	29	9
chr4	89739841	89740203	chr4	89945127	89945665	21418_21419	2.49001325966795	.	.	16	31	4
chr6	31514333	31515109	chr6	31564803	31565032	24237_24242	2.12544885191111	.	.	73	47	11
chr6	31514333	31515109	chr6	31566378	31566683	24237_24243	3.02307947070033	.	.	73	81	23
chr20	55667257	55667440	chr20	55921463	55921780	17749_17750	2.38362209553391	.	.	7	23	2
chrX	130128726	130128960	chrX	130811812	130811952	30523_30526	3.00254459716174	.	.	10	13	2
chr2	192083088	192083448	chr2	192233842	192234024	16409_16410	2.0761836026464	.	.	20	8	2
chr11	6013946	6014198	chr11	6374420	6375030	4498_4503	2.4039782931992	.	.	8	59	3
chr2	192083088	192083448	chr2	192386337	192386673	16409_16412	2.58700262897128	.	.	20	30	4
chr1	116150689	116151170	chr1	116307286	116307493	1576_1580	2.19987385492597	.	.	23	25	4
chr12	59797105	59797450	chr12	60228857	60229078	6850_6852	2.59295898762937	.	.	17	11	2
chr2	55945315	55945652	chr2	56236939	56237214	15166_15169	2.79639937795235	.	.	26	18	4
chr3	141022193	141022583	chr3	141170589	141171344	20088_20094	2.32025753587707	.	.	41	108	12
chr6	167897877	167898143	chr6	168299281	168299736	25657_25658	2.80412552288471	.	.	7	21	2
chr6	38940973	38941252	chr6	39277676	39278017	24428_24436	2.93969211895405	.	.	8	32	3
chr8	27918556	27919026	chr8	28181703	28182103	27405_27411	2.94443299299681	.	.	42	55	10
chr12	27885985	27886442	chr12	28093680	28094229	6403_6405	2.62257019291675	.	.	34	20	5
chr17	48468955	48469137	chr17	48556071	48556386	12297_12299	2.24428745155573	.	.	8	30	3
chr13	100568744	100569181	chr13	100887499	100887973	8336_8338	2.82117847090636	.	.	47	32	7
chr1	2023181	2023354	chr1	2071267	2071671	25_26	2.5904000997857	.	.	7	10	2
chr17	58220266	58220556	chr17	58513175	58513629	12428_12432	3.02858769922396	.	.	16	36	5
chr6	106892843	106893200	chr6	107014285	107014461	24990_24994	3.59661452420978	.	.	80	48	23
chr11	34438889	34439029	chr11	34489849	34490086	4810_4811	2.3483199793336	.	.	6	15	2
chr6	117293225	117293446	chr6	117510081	117510279	25108_25109	2.34126153975321	.	.	15	10	2
chr3	181427284	181427682	chr3	181976339	181976707	20475_20478	4.17769867579842	.	.	47	28	12
chr1	175450087	175450734	chr1	175712802	175713031	2160_2162	2.14983230429147	.	.	28	17	3
chr1	175450087	175450734	chr1	175726602	175726890	2160_2163	2.13598640300895	.	.	28	8	2
chrX	117359996	117360354	chrX	117735499	117735742	30432_30436	2.07035975417068	.	.	16	19	2
chr4	79533523	79533995	chr4	79785612	79786145	21306_21311	3.65644251449515	.	.	61	76	21
chr4	79533523	79533995	chr4	79785394	79785534	21306_21310	3.69718801131188	.	.	61	66	20
chr4	78161651	78162061	chr4	78230060	78230295	21291_21292	2.80250247456115	.	.	32	16	6
chr6	11144471	11145145	chr6	11496372	11496833	23939_23944	3.72378006082177	.	.	61	86	20
chr6	11144471	11145145	chr6	11575690	11576371	23939_23945	2.44842087207422	.	.	61	57	8
chr4	166052412	166052891	chr4	166264978	166265196	21994_21995	2.62244535214203	.	.	46	15	5
chr5	94304925	94305175	chr5	94596991	94597443	22834_22836	2.06705979612441	.	.	58	27	5
chr6	20565094	20565353	chr6	21589361	21589781	24071_24076	2.28279937324759	.	.	40	46	5
chr2	21265719	21266125	chr2	21540065	21540308	14792_14795	2.94316098376852	.	.	24	16	4
chr11	81355352	81355744	chr11	81940402	81940675	5464_5468	3.6388377573535	.	.	5	13	2
chr17	44272466	44272615	chr17	44290200	44290609	12192_12193	2.11537585093392	.	.	37	52	8
chr13	113596989	113597486	chr13	113683878	113684081	8423_8424	2.12823791964303	.	.	20	6	2
chr12	25394051	25394504	chr12	25540000	25540990	6360_6361	3.24399823135262	.	.	37	91	17
chr19	19516190	19516356	chr19	19601133	19601465	14022_14024	2.12257272580111	.	.	20	54	6
chr4	41695682	41695955	chr4	41884829	41885177	21053_21054	3.73645949200328	.	.	38	31	12
chr19	19516190	19516356	chr19	19600113	19600253	14022_14023	2.38581481306212	.	.	20	41	6
chr7	36024844	36025224	chr7	36358644	36358933	26071_26074	3.23797992351027	.	.	37	14	5
chr20	49988856	49989237	chr20	50211545	50211951	17686_17691	3.03978871629497	.	.	53	42	11
chrX	54274833	54275096	chrX	54466574	54466721	30131_30133	3.00842644903125	.	.	10	7	2
chr12	14392218	14392465	chr12	14607045	14607638	6269_6274	3.4306047148455	.	.	81	25	13
chr12	14392218	14392465	chr12	14518278	14518490	6269_6272	2.22268036681626	.	.	81	31	9
chr12	14392218	14392465	chr12	14519160	14519492	6269_6273	2.33982261963576	.	.	81	34	10
chr16	80560110	80560651	chr16	80858730	80859005	11293_11299	2.64081472932027	.	.	63	45	9
chr17	6569360	6569780	chr17	6797595	6797746	11591_11593	2.82576464390678	.	.	34	11	4
chr22	33414282	33414552	chr22	33445180	33445350	18374_18375	2.87969036803195	.	.	13	9	3
chr18	31702763	31703070	chr18	32367863	32368301	13078_13082	3.40454407861	.	.	22	24	5
chr3	25689539	25689942	chr3	25898391	25898809	18946_18952	2.43835621428327	.	.	45	36	7
chr9	32379287	32379593	chr9	32572986	32573191	28758_28761	2.65803436916688	.	.	70	52	12
chr2	149873864	149874376	chr2	150169927	150170292	15979_15982	2.45958887511836	.	.	35	30	5
chr2	149873864	149874376	chr2	150417776	150418274	15979_15983	3.42465289963832	.	.	35	37	8
chr15	71740964	71741289	chr15	71944080	71944447	10047_10050	3.71952693808568	.	.	40	26	11
chr1	246175582	246175967	chr1	246655837	246656229	2981_2985	2.09239312029372	.	.	19	17	2
chr6	99778053	99778347	chr6	99873265	99873544	24943_24945	2.35827417962406	.	.	15	26	4
chr6	99778053	99778347	chr6	99873777	99873987	24943_24946	2.62153754064746	.	.	15	31	5
chr9	80730085	80730350	chr9	80828530	80828973	28995_28997	3.58773105846508	.	.	13	26	7
chr1	176866547	176866878	chr1	176918224	176918453	2174_2176	2.69236261931561	.	.	21	12	4
chr1	176866547	176866878	chr1	177150830	177151072	2174_2177	3.72374541003719	.	.	21	13	5
chr3	100789171	100789428	chr3	101100680	101100975	19638_19640	3.46258599066419	.	.	13	19	4
chr3	53703035	53703268	chr3	53744095	53744553	19334_19336	2.28727754809004	.	.	11	35	4
chr8	102339227	102339605	chr8	103209420	103210016	28060_28075	2.32309179414561	.	.	50	50	6
chr3	40369016	40369611	chr3	40622017	40622375	19101_19102	3.08521957110229	.	.	42	37	9
chr16	27246282	27246949	chr16	27379091	27379289	10800_10802	2.20432033332178	.	.	30	39	6
chr11	60033036	60033648	chr11	60113117	60113257	5036_5040	2.39281537904796	.	.	65	22	8
chr6	148498840	148499101	chr6	148785874	148786254	25447_25449	2.15833183116874	.	.	15	15	2
chr19	51433221	51433431	chr19	51600723	51600922	14496_14498	3.36251988266392	.	.	9	20	4
chr21	27254158	27254491	chr21	27541397	27541781	17890_17892	2.31081175589965	.	.	16	27	3
chr2	7237396	7237790	chr2	7259221	7259567	14643_14644	2.27781263315111	.	.	10	10	2
chr12	6304876	6305294	chr12	6387844	6388203	6118_6119	2.88171211343016	.	.	29	30	8
chr7	142704996	142705518	chr7	142912148	142912613	27014_27015	4.19956815526509	.	.	53	78	28
chr1	109820116	109820488	chr1	109941980	109942380	1465_1468	2.86087643923208	.	.	27	58	10
chr2	155309391	155309750	chr2	156107269	156107573	16020_16025	3.14535459704896	.	.	16	16	3
chr4	146155240	146155711	chr4	146479215	146479359	21825_21827	3.18468008084849	.	.	58	53	12
chr4	146155240	146155711	chr4	146478732	146479128	21825_21826	3.258976563608	.	.	58	49	12
chr4	146155240	146155711	chr4	146530846	146531404	21825_21828	2.51417891038096	.	.	58	53	8
chr7	55625460	55625620	chr7	55665694	55665888	26244_26246	2.5011447926256	.	.	7	11	2
chr3	119963141	119963468	chr3	120135982	120136511	19823_19824	2.70303675622102	.	.	34	54	9
chr15	51579160	51579370	chr15	51673355	51673789	9729_9730	2.52010883778268	.	.	14	72	7
chr8	110747515	110747899	chr8	111844694	111844906	28161_28166	2.22879980136382	.	.	24	13	2
chr2	170384760	170385064	chr2	170623820	170624154	16167_16168	2.49226058978572	.	.	14	22	3
chr10	16870210	16870431	chr10	17272628	17272877	3192_3196	2.33195790193839	.	.	16	15	2
chr10	16870210	16870431	chr10	17299616	17300101	3192_3199	2.09775332899276	.	.	16	44	3
chr9	133336497	133337110	chr9	133557866	133558369	29607_29609	4.09040458765671	.	.	47	63	22
chr9	133336497	133337110	chr9	133557645	133557823	29607_29608	3.96588778702901	.	.	47	48	18
chr22	19205524	19205895	chr22	19617351	19617799	18150_18153	2.34919213595672	.	.	7	34	2
chr8	59720403	59720841	chr8	60833968	60834442	27680_27684	2.49323883849316	.	.	48	44	6
chr22	35746701	35747224	chr22	35978975	35979446	18399_18404	3.56286509515569	.	.	56	33	13
chr21	26980497	26981221	chr21	27234861	27235121	17885_17889	2.50810760804152	.	.	63	14	5
chr21	26980497	26981221	chr21	27173864	27174131	17885_17888	2.57265535429161	.	.	63	7	4
